Category,Number of Records,Order Date,Sales Target,Segment
Technology,1,19-10-2015,1174,Consumer
Furniture,1,20-10-2015,1970,Consumer
Office Supplies,1,20-10-2015,35,Consumer
Office Supplies,1,20-10-2015,80,Home Office
Furniture,1,21-10-2015,62,Corporate
Office Supplies,1,21-10-2015,1172,Consumer
Office Supplies,1,21-10-2015,25,Corporate
Office Supplies,1,21-10-2015,12,Home Office
Furniture,1,22-10-2015,304,Corporate
Office Supplies,1,22-10-2015,387,Corporate
Furniture,1,23-10-2015,94,Consumer
Office Supplies,1,23-10-2015,167,Corporate
Office Supplies,1,25-10-2015,247,Home Office
Technology,1,25-10-2015,337,Corporate
Office Supplies,1,26-10-2015,78,Consumer
Office Supplies,1,26-10-2015,79,Corporate
Furniture,1,27-10-2015,52,Consumer
Furniture,1,28-10-2015,537,Home Office
Furniture,1,29-10-2015,190,Home Office
Office Supplies,1,29-10-2015,72,Home Office
Furniture,1,30-10-2015,720,Consumer
Office Supplies,1,30-10-2015,126,Consumer
Office Supplies,1,01-11-2015,142,Consumer
Office Supplies,1,01-11-2015,239,Home Office
Furniture,1,02-11-2015,589,Consumer
Office Supplies,1,02-11-2015,3610,Consumer
Technology,1,02-11-2015,2122,Consumer
Furniture,1,03-11-2015,573,Consumer
Furniture,1,03-11-2015,1330,Home Office
Office Supplies,1,03-11-2015,153,Consumer
Office Supplies,1,03-11-2015,235,Corporate
Office Supplies,1,03-11-2015,15,Home Office
Technology,1,03-11-2015,649,Home Office
Furniture,1,04-11-2015,825,Consumer
Furniture,1,04-11-2015,1308,Corporate
Office Supplies,1,04-11-2015,3603,Consumer
Office Supplies,1,04-11-2015,115,Corporate
Technology,1,04-11-2015,564,Consumer
Furniture,1,05-11-2015,1122,Consumer
Office Supplies,1,05-11-2015,703,Consumer
Office Supplies,1,05-11-2015,60,Corporate
Technology,1,05-11-2015,1416,Corporate
Office Supplies,1,06-11-2015,1006,Consumer
Technology,1,06-11-2015,4093,Consumer
Furniture,1,07-11-2015,141,Home Office
Office Supplies,1,07-11-2015,41,Home Office
Technology,1,07-11-2015,1188,Home Office
Office Supplies,1,08-11-2015,171,Consumer
Office Supplies,1,08-11-2015,82,Home Office
Furniture,1,09-11-2015,752,Corporate
Office Supplies,1,09-11-2015,177,Consumer
Office Supplies,1,09-11-2015,374,Corporate
Office Supplies,1,09-11-2015,476,Home Office
Furniture,1,10-11-2015,192,Consumer
Furniture,1,10-11-2015,134,Corporate
Office Supplies,1,10-11-2015,29,Consumer
Office Supplies,1,10-11-2015,110,Corporate
Technology,1,10-11-2015,630,Consumer
Furniture,1,11-11-2015,192,Consumer
Office Supplies,1,11-11-2015,745,Consumer
Office Supplies,1,11-11-2015,26,Corporate
Office Supplies,1,11-11-2015,556,Home Office
Technology,1,11-11-2015,138,Consumer
Technology,1,11-11-2015,397,Home Office
Office Supplies,1,12-11-2015,1087,Consumer
Office Supplies,1,14-11-2015,79,Corporate
Office Supplies,1,14-11-2015,207,Home Office
Furniture,1,15-11-2015,65,Corporate
Office Supplies,1,15-11-2015,103,Consumer
Furniture,1,16-11-2015,962,Consumer
Office Supplies,1,16-11-2015,356,Consumer
Office Supplies,1,16-11-2015,63,Home Office
Technology,1,16-11-2015,643,Consumer
Technology,1,16-11-2015,1024,Home Office
Office Supplies,1,17-11-2015,307,Consumer
Office Supplies,1,17-11-2015,381,Corporate
Technology,1,17-11-2015,394,Corporate
Furniture,1,18-11-2015,96,Home Office
Office Supplies,1,18-11-2015,26,Consumer
Office Supplies,1,18-11-2015,80,Corporate
Office Supplies,1,18-11-2015,222,Home Office
Furniture,1,19-11-2015,3539,Consumer
Office Supplies,1,19-11-2015,23,Consumer
Furniture,1,20-11-2015,571,Corporate
Office Supplies,1,20-11-2015,315,Corporate
Technology,1,20-11-2015,1103,Corporate
Furniture,1,22-11-2015,215,Consumer
Office Supplies,1,22-11-2015,291,Consumer
Furniture,1,23-11-2015,127,Consumer
Office Supplies,1,23-11-2015,474,Consumer
Office Supplies,1,23-11-2015,811,Home Office
Technology,1,23-11-2015,107,Consumer
Technology,1,23-11-2015,97,Home Office
Furniture,1,24-11-2015,453,Consumer
Office Supplies,1,24-11-2015,343,Consumer
Technology,1,24-11-2015,1221,Consumer
Technology,1,25-11-2015,1302,Consumer
Office Supplies,1,26-11-2015,24,Consumer
Technology,1,26-11-2015,1269,Consumer
Furniture,1,27-11-2015,146,Corporate
Office Supplies,1,27-11-2015,2081,Consumer
Technology,1,27-11-2015,634,Corporate
Office Supplies,1,28-11-2015,86,Consumer
Office Supplies,1,29-11-2015,881,Consumer
Technology,1,29-11-2015,352,Consumer
Office Supplies,1,30-11-2015,136,Consumer
Office Supplies,1,30-11-2015,58,Corporate
Office Supplies,1,30-11-2015,200,Home Office
Technology,1,30-11-2015,107,Corporate
Technology,1,30-11-2015,1662,Home Office
Furniture,1,01-12-2015,133,Consumer
Furniture,1,01-12-2015,675,Corporate
Office Supplies,1,01-12-2015,103,Consumer
Office Supplies,1,01-12-2015,54,Corporate
Technology,1,01-12-2015,1340,Consumer
Office Supplies,1,02-12-2015,370,Consumer
Office Supplies,1,02-12-2015,180,Corporate
Office Supplies,1,02-12-2015,291,Home Office
Technology,1,02-12-2015,3838,Home Office
Office Supplies,1,03-12-2015,1016,Consumer
Office Supplies,1,03-12-2015,27,Corporate
Office Supplies,1,03-12-2015,438,Home Office
Technology,1,03-12-2015,535,Consumer
Technology,1,03-12-2015,99,Corporate
Furniture,1,04-12-2015,1185,Corporate
Office Supplies,1,04-12-2015,67,Consumer
Office Supplies,1,04-12-2015,57,Corporate
Office Supplies,1,04-12-2015,177,Home Office
Technology,1,04-12-2015,351,Consumer
Technology,1,04-12-2015,3787,Corporate
Furniture,1,06-12-2015,1000,Consumer
Office Supplies,1,06-12-2015,54,Consumer
Office Supplies,1,06-12-2015,41,Corporate
Technology,1,06-12-2015,654,Consumer
Furniture,1,07-12-2015,189,Consumer
Furniture,1,07-12-2015,1111,Home Office
Office Supplies,1,07-12-2015,326,Consumer
Office Supplies,1,07-12-2015,25,Corporate
Technology,1,07-12-2015,716,Consumer
Technology,1,07-12-2015,294,Corporate
Furniture,1,08-12-2015,154,Consumer
Office Supplies,1,08-12-2015,95,Consumer
Furniture,1,09-12-2015,1061,Home Office
Office Supplies,1,09-12-2015,269,Consumer
Office Supplies,1,09-12-2015,133,Corporate
Office Supplies,1,09-12-2015,251,Home Office
Technology,1,09-12-2015,1102,Consumer
Technology,1,09-12-2015,234,Home Office
Furniture,1,10-12-2015,865,Corporate
Furniture,1,10-12-2015,373,Home Office
Office Supplies,1,10-12-2015,10,Corporate
Office Supplies,1,10-12-2015,499,Home Office
Technology,1,10-12-2015,274,Home Office
Furniture,1,11-12-2015,437,Consumer
Furniture,1,11-12-2015,259,Corporate
Office Supplies,1,11-12-2015,105,Consumer
Office Supplies,1,11-12-2015,741,Corporate
Technology,1,11-12-2015,399,Home Office
Office Supplies,1,13-12-2015,28,Consumer
Office Supplies,1,13-12-2015,153,Corporate
Technology,1,13-12-2015,338,Home Office
Furniture,1,14-12-2015,1301,Consumer
Furniture,1,14-12-2015,1434,Corporate
Office Supplies,1,14-12-2015,1245,Consumer
Office Supplies,1,14-12-2015,925,Corporate
Technology,1,14-12-2015,351,Corporate
Technology,1,15-12-2015,1617,Consumer
Furniture,1,16-12-2015,1884,Consumer
Furniture,1,16-12-2015,61,Corporate
Furniture,1,16-12-2015,591,Home Office
Office Supplies,1,16-12-2015,21,Consumer
Office Supplies,1,16-12-2015,1351,Corporate
Office Supplies,1,16-12-2015,697,Home Office
Technology,1,16-12-2015,1314,Corporate
Technology,1,16-12-2015,441,Home Office
Office Supplies,1,17-12-2015,613,Consumer
Technology,1,17-12-2015,623,Consumer
Furniture,1,18-12-2015,403,Consumer
Office Supplies,1,18-12-2015,944,Consumer
Office Supplies,1,18-12-2015,145,Corporate
Technology,1,18-12-2015,2546,Consumer
Technology,1,18-12-2015,623,Corporate
Furniture,1,20-12-2015,2732,Home Office
Office Supplies,1,20-12-2015,12,Consumer
Office Supplies,1,20-12-2015,246,Corporate
Office Supplies,1,20-12-2015,308,Home Office
Technology,1,20-12-2015,99,Corporate
Furniture,1,21-12-2015,1021,Consumer
Office Supplies,1,21-12-2015,723,Consumer
Office Supplies,1,21-12-2015,133,Corporate
Technology,1,21-12-2015,128,Consumer
Furniture,1,22-12-2015,397,Corporate
Office Supplies,1,22-12-2015,1546,Consumer
Office Supplies,1,22-12-2015,2220,Corporate
Office Supplies,1,22-12-2015,54,Home Office
Technology,1,22-12-2015,269,Home Office
Office Supplies,1,23-12-2015,327,Corporate
Office Supplies,1,23-12-2015,158,Home Office
Technology,1,23-12-2015,126,Consumer
Furniture,1,24-12-2015,66,Consumer
Office Supplies,1,24-12-2015,960,Consumer
Office Supplies,1,24-12-2015,121,Corporate
Technology,1,24-12-2015,2075,Consumer
Office Supplies,1,25-12-2015,36,Consumer
Furniture,1,27-12-2015,1505,Consumer
Furniture,1,27-12-2015,4624,Corporate
Office Supplies,1,27-12-2015,835,Consumer
Office Supplies,1,27-12-2015,253,Corporate
Technology,1,27-12-2015,357,Consumer
Technology,1,27-12-2015,1537,Corporate
Office Supplies,1,28-12-2015,1335,Consumer
Office Supplies,1,28-12-2015,434,Home Office
Technology,1,28-12-2015,274,Consumer
Technology,1,28-12-2015,382,Corporate
Technology,1,28-12-2015,276,Home Office
Furniture,1,29-12-2015,426,Corporate
Furniture,1,29-12-2015,2474,Home Office
Office Supplies,1,29-12-2015,162,Corporate
Office Supplies,1,29-12-2015,495,Home Office
Technology,1,29-12-2015,182,Corporate
Office Supplies,1,30-12-2015,87,Consumer
Office Supplies,1,30-12-2015,128,Home Office
Technology,1,30-12-2015,303,Consumer
Furniture,1,31-12-2015,299,Home Office
Office Supplies,1,31-12-2015,166,Consumer
Office Supplies,1,31-12-2015,40,Home Office
Technology,1,31-12-2015,492,Consumer
Furniture,1,01-01-2016,634,Corporate
Office Supplies,1,01-01-2016,280,Corporate
Office Supplies,1,03-01-2016,87,Corporate
Furniture,1,04-01-2016,52,Corporate
Office Supplies,1,04-01-2016,442,Consumer
Office Supplies,1,05-01-2016,771,Consumer
Office Supplies,1,05-01-2016,37,Home Office
Furniture,1,06-01-2016,240,Consumer
Furniture,1,06-01-2016,408,Home Office
Office Supplies,1,06-01-2016,702,Consumer
Office Supplies,1,06-01-2016,945,Home Office
Technology,1,06-01-2016,1231,Consumer
Technology,1,06-01-2016,417,Home Office
Office Supplies,1,07-01-2016,15,Consumer
Office Supplies,1,07-01-2016,101,Home Office
Technology,1,07-01-2016,138,Consumer
Office Supplies,1,08-01-2016,80,Corporate
Office Supplies,1,08-01-2016,61,Home Office
Technology,1,08-01-2016,96,Consumer
Technology,1,08-01-2016,945,Corporate
Furniture,1,10-01-2016,889,Consumer
Office Supplies,1,10-01-2016,249,Consumer
Technology,1,10-01-2016,966,Consumer
Technology,1,10-01-2016,379,Corporate
Office Supplies,1,11-01-2016,1544,Consumer
Technology,1,11-01-2016,195,Consumer
Office Supplies,1,12-01-2016,116,Corporate
Technology,1,12-01-2016,2024,Consumer
Furniture,1,13-01-2016,101,Corporate
Office Supplies,1,13-01-2016,1938,Corporate
Technology,1,13-01-2016,1490,Corporate
Office Supplies,1,14-01-2016,758,Consumer
Technology,1,14-01-2016,1280,Home Office
Office Supplies,1,15-01-2016,57,Consumer
Technology,1,15-01-2016,387,Consumer
Furniture,1,17-01-2016,652,Consumer
Furniture,1,17-01-2016,383,Corporate
Office Supplies,1,17-01-2016,19,Consumer
Office Supplies,1,17-01-2016,2099,Corporate
Office Supplies,1,17-01-2016,91,Home Office
Technology,1,17-01-2016,237,Consumer
Technology,1,17-01-2016,70,Corporate
Office Supplies,1,18-01-2016,132,Consumer
Office Supplies,1,18-01-2016,164,Home Office
Technology,1,18-01-2016,241,Consumer
Furniture,1,19-01-2016,179,Consumer
Furniture,1,19-01-2016,47,Corporate
Office Supplies,1,19-01-2016,14,Consumer
Office Supplies,1,19-01-2016,38,Corporate
Office Supplies,1,19-01-2016,1450,Home Office
Technology,1,19-01-2016,323,Corporate
Furniture,1,20-01-2016,235,Consumer
Office Supplies,1,20-01-2016,184,Consumer
Furniture,1,21-01-2016,66,Corporate
Office Supplies,1,21-01-2016,19,Consumer
Technology,1,21-01-2016,579,Consumer
Furniture,1,23-01-2016,142,Home Office
Furniture,1,24-01-2016,1422,Corporate
Office Supplies,1,24-01-2016,249,Corporate
Technology,1,24-01-2016,389,Corporate
Furniture,1,25-01-2016,414,Consumer
Office Supplies,1,25-01-2016,936,Consumer
Technology,1,25-01-2016,1129,Consumer
Furniture,1,26-01-2016,63,Corporate
Office Supplies,1,26-01-2016,815,Corporate
Office Supplies,1,26-01-2016,207,Home Office
Technology,1,26-01-2016,317,Corporate
Office Supplies,1,28-01-2016,363,Consumer
Technology,1,28-01-2016,463,Home Office
Office Supplies,1,29-01-2016,377,Consumer
Office Supplies,1,29-01-2016,24,Corporate
Technology,1,29-01-2016,406,Consumer
Office Supplies,1,31-01-2016,323,Corporate
Office Supplies,1,31-01-2016,559,Home Office
Technology,1,02-02-2016,131,Consumer
Furniture,1,03-02-2016,249,Consumer
Office Supplies,1,03-02-2016,549,Consumer
Technology,1,03-02-2016,5527,Consumer
Office Supplies,1,04-02-2016,61,Consumer
Office Supplies,1,04-02-2016,57,Corporate
Technology,1,05-02-2016,118,Consumer
Furniture,1,07-02-2016,47,Consumer
Office Supplies,1,07-02-2016,369,Consumer
Furniture,1,08-02-2016,703,Consumer
Furniture,1,08-02-2016,666,Corporate
Office Supplies,1,08-02-2016,180,Consumer
Furniture,1,09-02-2016,488,Consumer
Office Supplies,1,09-02-2016,477,Consumer
Technology,1,09-02-2016,455,Consumer
Office Supplies,1,10-02-2016,283,Corporate
Office Supplies,1,10-02-2016,982,Home Office
Technology,1,10-02-2016,257,Corporate
Technology,1,10-02-2016,1037,Home Office
Office Supplies,1,11-02-2016,55,Corporate
Office Supplies,1,12-02-2016,139,Consumer
Furniture,1,14-02-2016,101,Consumer
Office Supplies,1,14-02-2016,476,Consumer
Furniture,1,15-02-2016,1240,Consumer
Office Supplies,1,15-02-2016,78,Consumer
Office Supplies,1,15-02-2016,100,Corporate
Technology,1,15-02-2016,827,Consumer
Furniture,1,16-02-2016,17,Consumer
Office Supplies,1,16-02-2016,266,Consumer
Office Supplies,1,16-02-2016,30,Corporate
Office Supplies,1,18-02-2016,75,Consumer
Furniture,1,19-02-2016,361,Consumer
Office Supplies,1,19-02-2016,65,Consumer
Office Supplies,1,19-02-2016,146,Corporate
Office Supplies,1,19-02-2016,29,Home Office
Technology,1,19-02-2016,609,Consumer
Furniture,1,20-02-2016,160,Consumer
Office Supplies,1,21-02-2016,175,Consumer
Office Supplies,1,22-02-2016,153,Consumer
Office Supplies,1,23-02-2016,103,Consumer
Office Supplies,1,23-02-2016,111,Home Office
Technology,1,23-02-2016,199,Consumer
Technology,1,23-02-2016,142,Home Office
Furniture,1,24-02-2016,2103,Home Office
Office Supplies,1,24-02-2016,474,Corporate
Technology,1,24-02-2016,901,Corporate
Technology,1,25-02-2016,331,Corporate
Office Supplies,1,28-02-2016,21,Consumer
Office Supplies,1,01-03-2016,42,Consumer
Office Supplies,1,01-03-2016,27,Corporate
Technology,1,01-03-2016,311,Home Office
Office Supplies,1,02-03-2016,264,Consumer
Office Supplies,1,02-03-2016,58,Home Office
Technology,1,02-03-2016,1144,Consumer
Furniture,1,03-03-2016,583,Consumer
Furniture,1,03-03-2016,1565,Corporate
Office Supplies,1,03-03-2016,696,Consumer
Office Supplies,1,03-03-2016,289,Corporate
Technology,1,03-03-2016,2920,Consumer
Technology,1,03-03-2016,319,Corporate
Office Supplies,1,04-03-2016,301,Corporate
Furniture,1,06-03-2016,874,Consumer
Office Supplies,1,06-03-2016,293,Consumer
Office Supplies,1,06-03-2016,98,Home Office
Furniture,1,07-03-2016,984,Consumer
Office Supplies,1,07-03-2016,174,Consumer
Office Supplies,1,07-03-2016,29,Corporate
Furniture,1,08-03-2016,1080,Consumer
Furniture,1,08-03-2016,483,Corporate
Office Supplies,1,08-03-2016,1154,Consumer
Office Supplies,1,08-03-2016,46,Corporate
Technology,1,08-03-2016,1105,Consumer
Technology,1,08-03-2016,1931,Home Office
Office Supplies,1,09-03-2016,44,Corporate
Furniture,1,10-03-2016,127,Corporate
Office Supplies,1,10-03-2016,56,Consumer
Technology,1,10-03-2016,231,Consumer
Furniture,1,13-03-2016,100,Consumer
Office Supplies,1,13-03-2016,323,Consumer
Technology,1,13-03-2016,148,Consumer
Furniture,1,14-03-2016,127,Home Office
Office Supplies,1,14-03-2016,217,Consumer
Office Supplies,1,14-03-2016,49,Home Office
Technology,1,14-03-2016,1257,Corporate
Technology,1,14-03-2016,128,Home Office
Furniture,1,15-03-2016,1273,Consumer
Furniture,1,15-03-2016,155,Home Office
Office Supplies,1,15-03-2016,298,Consumer
Technology,1,15-03-2016,872,Home Office
Furniture,1,16-03-2016,920,Consumer
Office Supplies,1,16-03-2016,524,Consumer
Office Supplies,1,16-03-2016,302,Corporate
Office Supplies,1,16-03-2016,118,Home Office
Technology,1,16-03-2016,4060,Consumer
Furniture,1,17-03-2016,330,Consumer
Office Supplies,1,17-03-2016,217,Consumer
Office Supplies,1,17-03-2016,27,Home Office
Technology,1,17-03-2016,274,Consumer
Technology,1,17-03-2016,700,Home Office
Furniture,1,18-03-2016,96,Consumer
Office Supplies,1,18-03-2016,373,Consumer
Furniture,1,20-03-2016,111,Consumer
Office Supplies,1,20-03-2016,1391,Consumer
Office Supplies,1,20-03-2016,1766,Corporate
Technology,1,20-03-2016,142,Corporate
Office Supplies,1,21-03-2016,237,Consumer
Office Supplies,1,21-03-2016,532,Corporate
Technology,1,21-03-2016,390,Consumer
Technology,1,21-03-2016,66,Corporate
Furniture,1,22-03-2016,953,Consumer
Office Supplies,1,22-03-2016,93,Corporate
Furniture,1,23-03-2016,427,Consumer
Office Supplies,1,23-03-2016,118,Consumer
Office Supplies,1,23-03-2016,266,Corporate
Technology,1,23-03-2016,114,Home Office
Office Supplies,1,24-03-2016,273,Corporate
Office Supplies,1,24-03-2016,54,Home Office
Technology,1,24-03-2016,163,Consumer
Technology,1,24-03-2016,141,Corporate
Office Supplies,1,25-03-2016,55,Consumer
Office Supplies,1,25-03-2016,182,Corporate
Office Supplies,1,27-03-2016,1166,Consumer
Office Supplies,1,27-03-2016,200,Corporate
Technology,1,27-03-2016,203,Consumer
Technology,1,27-03-2016,526,Corporate
Office Supplies,1,28-03-2016,580,Consumer
Office Supplies,1,28-03-2016,705,Home Office
Technology,1,28-03-2016,927,Consumer
Office Supplies,1,29-03-2016,166,Consumer
Furniture,1,30-03-2016,152,Consumer
Office Supplies,1,30-03-2016,813,Consumer
Technology,1,30-03-2016,1958,Consumer
Office Supplies,1,31-03-2016,75,Consumer
Office Supplies,1,31-03-2016,237,Corporate
Office Supplies,1,01-04-2016,249,Consumer
Office Supplies,1,01-04-2016,946,Corporate
Office Supplies,1,01-04-2016,71,Home Office
Technology,1,01-04-2016,219,Home Office
Office Supplies,1,03-04-2016,130,Corporate
Office Supplies,1,03-04-2016,44,Home Office
Office Supplies,1,04-04-2016,117,Consumer
Office Supplies,1,04-04-2016,52,Home Office
Office Supplies,1,05-04-2016,294,Consumer
Office Supplies,1,06-04-2016,554,Corporate
Technology,1,06-04-2016,2905,Corporate
Office Supplies,1,07-04-2016,91,Consumer
Office Supplies,1,08-04-2016,409,Consumer
Technology,1,08-04-2016,779,Consumer
Office Supplies,1,10-04-2016,122,Consumer
Technology,1,10-04-2016,324,Consumer
Technology,1,10-04-2016,1033,Home Office
Furniture,1,11-04-2016,488,Consumer
Office Supplies,1,11-04-2016,155,Consumer
Furniture,1,12-04-2016,403,Consumer
Office Supplies,1,12-04-2016,1209,Consumer
Office Supplies,1,13-04-2016,26,Consumer
Technology,1,13-04-2016,680,Consumer
Furniture,1,14-04-2016,1171,Consumer
Office Supplies,1,14-04-2016,307,Consumer
Office Supplies,1,14-04-2016,239,Home Office
Technology,1,14-04-2016,661,Consumer
Technology,1,14-04-2016,726,Home Office
Office Supplies,1,15-04-2016,942,Consumer
Furniture,1,17-04-2016,919,Consumer
Office Supplies,1,17-04-2016,1367,Consumer
Technology,1,17-04-2016,1702,Consumer
Office Supplies,1,18-04-2016,90,Consumer
Technology,1,19-04-2016,388,Home Office
Office Supplies,1,20-04-2016,371,Consumer
Furniture,1,21-04-2016,1174,Corporate
Office Supplies,1,21-04-2016,115,Corporate
Technology,1,21-04-2016,527,Corporate
Office Supplies,1,23-04-2016,220,Consumer
Office Supplies,1,23-04-2016,447,Corporate
Technology,1,23-04-2016,4084,Corporate
Office Supplies,1,24-04-2016,19,Consumer
Office Supplies,1,24-04-2016,361,Corporate
Office Supplies,1,24-04-2016,59,Home Office
Technology,1,24-04-2016,390,Corporate
Office Supplies,1,25-04-2016,181,Consumer
Office Supplies,1,25-04-2016,161,Corporate
Office Supplies,1,26-04-2016,140,Corporate
